Rating,cleaned_text_str
0,fresh
1,chicken sp biriyani delicious wonderful service first try hyderabad definitely one best experience high speed delivery hot food
0,ordered veg biryani vegetable used especially bean awful almost became like drumstick chewing cant eat never order neither recommend
1,shah ghouse biryani better paradise soft warm open packet nice spice scent good quality chicken us biryani always prefer eat first one biryani category
0,friend mandi shah ghouse restaurant gachibowli experience really poor comparing others restaurant hyderabad
0,worst food quality would worst biryani ever entire life chicken biryani without chicken chicken mashed keema would say chicken keema biryani
0,food taste better food servicing much good food preparation time bit high patience wait give try
1,taste biryani good rate pocket friendly recommend shah ghouse good biryanigood food good taste like shah ghouse biryani
1,delivered time
1,onion biriyani full fake delivery order believe delivering false biryani fake identity original
1,biryani good tandoor mark still non vegetarian place heaven plenty item reasonable price
0,ordered egg biryani delivered chicken biryani chicken replaced egg tried best pose egg biryani forgot remove bone biryani order egg biryani
0,ordered sechwan rice rice cooked properly dry hard eat full oil haven’t expected food restaurant eaten food first sending delivery
0,ordered regular chicken biryani rice cooked ordered double masala get taste good great ordered
1,biryani always tasty best part restaurant remains open till late night whenever party plan use order shah ghouse
0,taste good service gachibowli really poor compelled guest look another option despite wanting stay
1,mandi seema lovely item definitely try item hot better taste service restaurant good family orientated people late ever try
0,bad experience waiter servicing bad really irritated lot environment bad feeling requested u please improve customer servicing l even response u call time really feeling bad first time bad experience
1,food served good mutton biryani super tastythe service friendly order car like drive inn one kind biryani ever ate
1,biryani awesome surely crave nonveg biryani chicken shawarma toooo good yummy yummy starter also tasty
1,trying go ter charminar branch due small mistake cab booking ended tiz branch took ter ac hall 1st floor typical resto arrangement ac mild filled biryani aroma ordered chicken tikka ₹ juicy well marinated perfectly cooked chicken qty huge served mint chutney splmutton biryani ₹ biryani huge portion easily serve two good eater biryani served egg pic tender mutton pc biryani lived legendary status vfm
1,first order shah ghouse nice food perfectly cooked ordered prawn biryani never taste hyderabad especially aroma rice tasty temperature food quantity packing awasome
0,bloody disgusting wait min order got call cancellation order cannot sever order let customer know made wait long time min sunday precious hell service
0,visited place brother reading great review rating zomato though restaurant claim authentic original hyderabadi taste gachibowli branch open given ambiance maintenance pathetic look feel extremely unhygienic point second thought eating staff extremely disorganized many customer seen complaining ambiance hygiene complete food okay ordered apollo fish starter hard spcl mutton biryani good nothing exceptional paradise pista house better taste quantity wise sufficient u pocket friendly hence rating would visiting suggesting place anyone
1,one finest biryani ever seen favorite biryani rather paradise pista house tasty food good looking restaurant
0,ordered egg fried rice roties night clock food okish know ordered time roties also much good
0,ordered chicken biryani online zomato delivered ontime food quality bad honestly doubt whether serving chicken meat thrown biryani delivered bad restaurant felt
0,good
0,worst food received low quality rice used egg fried rice almost spoiler unable eat worst experience ever recommend
1,one famous restaurant hyderabad hyderabadi biryani serf several non veg item restaurant quite crowdy good place family lunch dinner instagramcom
1,completely biryani house get satisfied every time u cannot find type biryani hyderabad crowded place wait much time get seat ambience price low compared restaurant
0,ordered veg biryani without vegetablesi understand called veg biryanithe quantity good matching cost
1,great food okayish ambiance decent service exactly place want dine good ol friend likelihood finding parking spot weekend slim none
1,one best biryani restaurant hyderabad kebab mughlai dish also delicious highly recommended nonveg lovers!
0,ordered food via swiggy got old rubbery chicken course stale leftover stuff remodeled resold shameful conductnever ordering
0,food really bad onion salad served worst taste rahtha fish ordered smelled bad completely disappointed shah ghouse biryani
1,one best restraunt hyderabad food awesome perfect taste also provides best service visiting since never got rid food
1,loved chicken biryani totally mild spiceswell cooked rice big chicken piece somehow got disappointed butter naan chicken masala anyways heaven biryani lover
0,shah ghouse hotel deliver order making payment online zomato ensure online payment refunded early possible
1,regular place chickenmutton biryani flavour awesome cannot get anywhere favourite special chicken biryani biryani completely different compared regular restaurant style
0,ordered chicken briyani vegetable briyani good usual!! could increase paneer veg briyani would brilliant
0,please visit place night going along family service zomato say open upto complete missguiding fooling customer fan biryani served herebut staffthe timingsand cleanliness clean bullshit better visit branch like shalibanda tolichowliplease visit holy hell! posted pic look table dine eatyuck!
0,ordered zomato chicken veg biryani received chicken egg biryani second instance happened thrown away egg biryani also taste chicken biryani good
0,disappointing experience ever! ordered vegetable biryani midnight hour restaurant delivery swiggy quick swift surprise received biryani rice absolute vegetable masala bland taste understand restaurant cheat customer stock would recommend anyone trust restaurant
0,horrible biryani got ordered swiggy look like want make money selling biryani left piece
1,offer one best biryani hyderabad! also irani chai awesome must try disappointed place little crowdy though
0,heard lot place went dining area pretty jammed seemed lot dirt lying around like used napkin food etc anyway passed fact place time busy saw rat nibbling scattered food reported manager told okay ek galti toh ho jati hai literally forced pay order even touch staff highly rude one worst experience hyderabad
1,original hyderabadi ghee flavoured mutton biryani fav item restaurant totally addicted dish best quality ₹ ready spend ₹ dish like
0,food decent taste palatable best though comfortable hygiene ambience average service poor good value money one ignore ambience service
1,cannot ever say place much ever crowded get time one wait get seat biryani simply amazing definitely among best hyderabad
0,hotel never update status order called zomato support min placing order zomato support team call hotel accept order update order next mention delivered 11pm update called 15pm check happened order called hotel get update mention food still getting prepared kitchen hell order delivered way back still kitchen guy mind update apologize asked cancel order zomato said cannot cancel waste food great stuck hotel deliver pathetic service
1,good polite delivery boy
1,wow placed order mutton laham special mandi really yummy provide bowl mutton juice along chat pata tomato red chilli chutney dish must say really fetch satisfies hunger say must try sure
0,chicken boneless
1,went team lunch friday overcrowded hard get place minute waiting got table ordered tandoori platter dum biryani chicken tandoori roasted spice marinated well biryani worth waiting remaining item better ignore roti kebab dessert kurbani ka meta delicious pro budget friendly co long waiting especially weekend ambience
1,mutton special biryani chicken biryani good taste grill chicken little oily service good one best place biryani lover
0,ordered special mutton biryani delivered chicken biryani response form restaurant num number working
1,time earlier place never dissapoints taste flavour biryani love dish well anyhow biryani best time chicken majestic punjabi chicken butter naan biryani everything good even staff courteous u p dont expect fancy ambience visit food
1,great ambience met excellent man sarbeshwar super cool guy great service food music excellent basil chicken tikka must try
1,great service sarmeshwar nice ambience always fantastic music fantastic crowd good food everything nice place
1,best place beer lover friend aare otm gachibowli loved ceaft beer white high cider food awesome ordered mecican pizza burmese parcel loved ambience simple best loved
1,good food nice craft beer service sarveshwar lunch platter weekday quite expensive table well place seem way crowded
1,awesome place chill must visitmiss ur risk lager beer awesome serving professional esp johny suggested nice menu enjoyed starter khandari murgh rikka juicy nice ambience
1,amazing service kamal ! ! really quick service appreciate recommendation menu!! keep good work ! ! !
1,best place hangout friend friend weekday party ofc hour good service sarveshwaar must visit place
1,service amazing!!! three cheese mushroom must try dish love ambience ceasar’s chicken salad good wish chicken though
1,prathu done good jobhe polite friendlyhe know well deal customersotm right place hangout
1,great place amazing ambience perfect location excellent service sarvesharam good beer especially house brew great food must visit place music always good
1,really like place ordered chicken popper peri peri chicken wing spicy california chicken pizza service lightning quick really friendly efficient staff perfect hangout place like fresh brewed beer good food amazing ambience light music zomato gold member one one food
1,wooden closed window covering wall inside warm well lit ambiance stark contrast restaurant welcomed vintage salsa music professional dancing gracefully lifting mood place would recommend try dream love menu extensive dish tasted delicious came lifted spirit moon
1,otm always one favorite tonight good experience 8month old baby cooperative staff special mention mr sarveshwar excellent food service visit soon
1,nice service soothing music great ambiance! mr sarweshwar cordial prompt service! different type food drink first time would love visit gachibowli branch again! !
1,loved place great food ambience sarveshwar gave u good recommendation courteous throughout would definitely look forward coming
1,pleased surprised lovely place delicious food ! mr deepak welcomed u big smile made evening pleasant memorable! recommend place worth every penny! kavitakiran
1,nice place courteous staff goooood beer anytime good food one best place hyderabad anytime better hoppery beer food
1,nice place hangout friend drink must try brewed beer tried otm ledger pretty good food wise pizza pretty good ordered mexican pizza along crispy lotus stem water chestnut deducting one star poor service lack staff resulted delay service
1,brewery good! good ambience average food! would really love visit though last time around didn’t get chance explore much!! it’s definitely worth visit good place hangout!
1,quite time place amazing steward keshav really polite helpful made sure good experience food amazing
0,food bad ambience average sure place hyped way rating never go back place
0,manager rude customer twice declined entry two consecutive day came looking review behavior staff killed mood seemed bias towards guest prefer people know entry
1,one best place chill drink hyderabad japanese fried chicken kung pao chicken beautiful ice cold brewed beer loved weizen bock beer best ask kamal simply sweetest best server place recommended best dish best beer make sure ask kamal visiting otm cheers!! !
1,one good place hangoutambience good ordered kukad de sang river sea food platterboth tasted good food service ambience
1,amazing service food belgium beer amazing really want appericate makhan great bartender way approach give service people amazing people like makhan making moon succcess
1,good music amazing place nice ambience lucky enough partho attending try brew staff quite welcoming fun
1,great service parthou great recommendation food drink highly recommended enjoy friday evening service top notch n drink great
1,ever want enjoy amazing food dessert drink please request please visit place great ambiance music ordered mexican pizza chicken platter seafood platter chicken penne pasta dessert cheesecake brownie ice cream best
1,good fast service yummy food steak worth it! great service kamal apple cider beer fabulous overall great experience worth visiting
1,awesome place usual hangout like fresh brewed beer great music lovely ambience best part really friendly efficient staff keshav leading pack don’t miss burmese parcel cheese mushroom non veg kuttu parotta
1,awesome place hangout food great lovely time friend one staff sarbeswar good pizza nonveg platter chicken wing
1,ever felt like want sit relax thought moving past except cool breeze light music good lights? right place right place thanks ambience good music course food thanks keshav amazing service complimentary gift gesture! none less make feel part place! cheers!
1,nice place went twice friend great beer menu awesome food option well quite different variety food available snack main course desi continental street snack authentic cuisine live music good well like ambience dark soft light enjoyed time would love visit moon moon moon
1,come experience one place remember longwent saturday night welcomed sweet latin music people dancing latin form could salsa form considering manydefinitely guest looking proficiency good food great beer house brew shocked see healthy variant worthy try though overall must go place experience
0,must say higly overrated placethere bad service team one o really help underatand manu really struglled tounderstand veg nonveh item similary mocktails noproper detail worth money 1star side
1,always great otm kaishav delight every time great host highly recommended food drink responsive team try whatever make customer feel happy
1,best service ever! sarveshvar rao best service ever happy service hospitality please recognise effort wish best world
1,excellent place hangout friend nice ambience sarveshwarthanks service overall good experience keep music loud guy
1,good place hangout hospitality restaurant good went place bunch friend great time good
1,great music ambience excitement final ipl match enhanced food great along exotic drink must try cock basket fried chicken breast
0,place hyderabad bucket list long time ambience awesome top ipl final live dj great coming food ordered pitcher belgian brewed warning jug rather pitcher best beer ever beer accompanied chicken pepperoni lamb pizza outstanding worst part service place short staff one waiter waiting table constantly kept ignoring u last table
0,moon name matching ambience roof top seating brewery outside seating average atleast ambience second third floor service quick fast brewery surroundings visit place
0,slow service food cold tasteless table cleaned properly worth going although ice tea decent enough
1,great ambience food tasted good well removing one star lack vegetarian option add option next visit gladly revisit rating
1,deepak sir gem person he best anyone even ask pub hyderabad come good time person service moon sure
1,extremely delighted service mr kundan indubitably one best brewed beer hyderabad great service level ambience offered place
0,always loved place recent experience horrible even booking table well time gave table st floor stag around worst part friday say allow stag entry service equally poor
1,nice place go catch friend couple drink live music night really soothing ambiance great service improve house brew collection good add variety since customer look range thanks!
0,really excited place heard great review food went friend try ambience beautiful lovely happening food ordered irani chicken tikka mexican pizza chicken tikka lil undercooked also bland dint like pizza good loaded cheese veggie service bad really bad might reason would want go great review place experience nice dissapointed ambience
1,went quick bite friend loved place people supper friendly food awesome full loved chicken pizza fish fry palak tika last least orange mocktail sorry remember name awesome great job otm
1,nutshell otm best brewed beer ever tasted hyderabad tried moonlight apple cider forscher tasted amazing food good reason giving air conditioner god damn reason effective enough ready sweat! remind waiter attending u constantly keep cool oh yes surprise world famous kundan serving table complaint serving part well serving u
1,place never missed surprise come service star small would like add star special thanks kundan amazing service lite best hyderabad food awesome must try veg spring roll thanks service kundan
1,awesome restaurant responsive people food taste great personally peri peri chicken fry liked dish restaurant
1,good place food drink good ambiance speaclly would like thank karunakar helped u service thankful guy pls visit otm gachibowli
1,otm couple time amazing place good food drink server mr karunakar helpful patient nice server
1,food ambience nice chiken chettinadu chicken pulao toooo good beer vodka appreciate kamal quick sevice
0,otmbc basing friend suggestionkeep reminded stag r allowed ground floor may weekend disappointing made mind get onto first floor gracious ambiencenice music courteous staff multiple option try brewery food ok recommended place hangout friend
1,one classier place party hyderabad great music usually friday saturday party fever high sunday though bit mild relatively food good drink even better go good time friend
1,great finger food drink extremely friendly attentive staff main course option bit limited vegetarian whatever available good personal favorite infused drink micro brewery quite kid friendly
0,firstly seeating space less music garden seating really bad item food menu good mood dampened extremely bad service place spend time chill
1,time cool place hang frns family beer battered fish jus awesomeon 1st visit month back got couple lemonade complimentary toooverall 5star experience !
1,absolutely loved food ambience special thanks keshav wonderful service try signature vegetarian starter
1,overthemoon extremely lively place great music tasty food ambience quiet spacious wide range brewed beer beginning disappointed service made top service decent place hangout friend quality time rating
1,extreme lively place great music great food disappointed beginning service made top service later pizza good brewed beer
1,located gachibowli place perfect place unwind weekend loved ambience outside inside staff courteous prompt serve good variety draught beer must try recommended
1,place decently crowded thursday evening ambience nice perfect music added life whole setup coming menu good amount beer option choose ordered apple cider beer amazing food option ordered three cheese mushroom california chicken pizza item good great experience also would like give shoutout keshav prompt service
1,ah! otm say beauty spot cold beer otm make best timesditch usual choice try inhouse speciality regret bringing microbrewery culture hyderabad place must anybody looking chill beer eat time plus games!! head let hair little would recommend place over! p try apple cider beer it’ll blow beer water!
1,restaurant ambience nice food tasty cost reasonable staff polite offer different variety beer taste amazing
1,first time food beer great ordered white high pitcher mutton kheema kothu parotta basil chicken tikka three cheese mushroom beer hint citrus subtle sweet taste kothu parotta melt mouth delicious chicken cooked perfectly mushroom crisp served crunchy element table incharge keshav ensured order time pleasant experience kudos highly recommend place food beer ambience
1,superb place awesome place awesome drink food management stuff courteous good customer service know drink food order amount customisation place offer nirjan server absolutely amazing!! overall star place date friend gathering reunion lot
1,loved food ambience staff courteouswould like recommend steward makhan!! extremely helpful courteous ordered devil cocktail found taste little confused probably work cocktail taste husband ordered beer sampler glass stout beer later enjoyed ! ! complaint beerkeep good job going !
1,place hang friend soothing music great service loved completely variety beer munchies go great beer
1,superb service awesome food nice place friend family good ambience lovely music friendly staff creamy mushroom good
1,place become friday evening mainstay hyderabad food awesome brewed beer must usually apple cider along burmese parcel absolutely amazing service also really good
1,decent place went saturday night disappointed restaurant allowing kid one let u ordered veg platter truck load filling eat anything more! also ordered apple cider beer white high beer decent enough also wanted try moonlit one sad know available service best thing said above! mr sarveshwar quick request made great suggestion give! sole reason review rating instead thing lil lull experience stopped music midway dropped mood spirit lil! wish restaurant going till end! ambience food price service
1,nice place food outstanding service good american ale good vietnamese rice bowl boti kebab taste authentic niranjan service nice
1,actually struggled place drink good buffet last totally classy atmosphere buffet area good vibe first floor brewery one best little costly caution stag majority time allow u ground floor evening kind suck though finally value money date team else little expensive
0,customer service bad ordered lobster served u prawn lobster shell lot argument chef accepted yes add prawn per lo aster meat also everyone waiter manager telling different thing
1,awesome experience staff specially kundan really kind attentive beer really nice thanks great experience
1,good place hangout friend good ambiance good food great musicalsp good outdoor seating staff well polite kundan served u well professional
1,awesome place hang kundan provided great service must visit try food especially chana dal poori soothing music nice ambience
1,went friend apple cider beer must try starter cheese layer mushroom burmese wrap also must try starter pizza good crust could little crunchy pasta ok ambience nice dj play latest song floor filled people waiter sarvesh courteous
1,ask makhan visit great service good beer fermentation smell get people uneasy beer lover surely appreciate
1,lit ambienceloud music great beer apple cider probably best town service little slow coz large croud perfect outing friend weekend
1,parthu awesome towards guest gave service looking forthank warm service beyond excepted
1,nice place hangout friend live music enjoy brewery drink waiter friendly approachable cheer
1,one favourite brewery visit hyderabad great music ambience ask keshav super attentive ensure best time here!
1,otm food awesomelager awesomeambience awesome frequent prost place par prost guysonly one area improve staffingupskill menuwhen asked suggest best risotto quoted sab hai like kichdiso hope look add cheese cake dessert menu proper one
1,fan brewery u visit place tasted three beer taste good food nice ordered chicken tandoori fish style murgh everything perfect serving also fast zomato gold additional bonus felt allow stag weekend upstairs least entry fee rest everything perfect
1,awesome experience courteous treatment deepak great hospitality manager team great place spend leisure time thank otm guest
1,awesome service food drink especially lunch concept pretty cool love keshav service hospitality! try lager beer
0,place ambience goodonly sour point waiter kundan told u change place soon seated maybe accommodate regular guest tip welli zomato gold membership showed sameinstead taking photo samehe started surfing phone objectedhe denied checking phone though food place goodthe waiter spoiled mood creepy attitude cost two star
1,nice brew hang serving u really fast thank partho next highway negative stand limited choice vegetarian nonvegetarian really good
1,excellent food service niranjan karunakaran made day nice tender chicken german wheat beer uttar wonderful place hangout
1,place awesome ambience great food beer best best part service especially niranjan guy kind polite
0,went catch friend near orr entrance right beside main road interior well done brewing machine display centre attraction people visiting seating plush comfortable choice food aplenty service prompt homely preparation plating everything perfect liked lemon soda weird taste good
1,moon brewery get lot beer try tried apple cider stout two others think one called moonlit pretty good food superb well burmese parcel nacho french fry prawn chicken kebab chicken popper mutton kebab place jas good music later night people dance overall amazing experience hyderabad seemed cover everything
1,makhan provided really good service must place go must try belgian beer stout chicken platter good fry platter good go vegetarian
1,one best restaurant visited till date hyd amazing ambience delicious food extremely courteous staff pro making different delicacy try make sure customer walk satisfied must visit restaurant amazing north indian food specially dal makhni paneer butter masala dessert also amazing complete value money
1,undoubtedly best restaurant gachibowli get fresh fish masala love suresit roof top enjoy nicenbreezy air feel goa
1,lover seafood goa vibe charm place definetly must try good weekend option lazy lunch huge variety sea food cuisine live counter live music bar section lot activity kid ofcourse elder vibe place make fall love p choose outdoor seating lively atmosphere ofcourse weather hyderabad mind depending season
1,place huge rustic give real goa vibe sure would get amazing non veg sea food good veg option well five six visit place covered entire vegetarian menu it’s mouth watering delicious also live music friday
0,visited place month ago accommodating month old baby u led u walk asap relatively low customer service u complaint food tried fishchips prawn curry rice last week decent
1,one best fine dining restaurant hyderabad superb ambiance great service personally loved place way treat tried spring roll tempura squid drum heaven fish nam prik pao fish tasted awesome overall starter great disappointed coming main course tried mixed veg pulao dak bungalow chicken pulao could better one problem need pay raita gravy go pulao overall one enjoy ambiance food better reservation weekend ambiance taste quality quantity service presentation
1,food great surprisingly even veg food good ordered variety veg non veg starter food simply awesome staff coordial live music goa feel add lot fun believe photograph talk amazing ambience offer
1,great ambiance theme goa would say better goa food amazing service great everything organized favorite dish would pasta would definitely love visit
1,goan themed restaurant great picturesque view vastly spread great place chill around day price bit higher side ordered zafrani paneer tikka amritsari fish tikka butter garlic prawn starter fish tikka okayish paneer nice prawn delicious tried thai green chicken curry jasmine rice main course along buttergarlic naan daal tadka paneer butter masala loved thao curry offer multiple option cocktail mocktails however price bit high pocket best long island ice tea till date great experience
1,family mainly ambiance appetizer amazing another main asset restaurant way presenting food
1,excellent ambience great food service starter dessert mocktails absolutely delicious main course average make place star fine dining restaurant different section open covered named goan beach fresh catch section choose fish crab lobster ask prepare
1,goan food best! place good sister outlet goa mimicking goan ambience place breezy beautiful evening dining experience food great flavour brilliantly cooked juicy prawn coconut sambol like side tingle taste bud southern fish fry masala fried prawn delight! great lighting courteous staff tried south indian fish curry rice probably best dish made must try masala fried prawn kadhai jhinga mutton xacuti pinwheel delight mushroom would give prawns!
1,ambience really good food good especially starter delicious butter prawn best given great service mr naveen would definitely recommend place
1,one best place chill hyderabad long week’s hard work love place ambiance reminds goa food definitely yes love prawn sea food especially butter friend prawn prawn balchoa drink added flavour would recommend nice evening check reservation hand first time went wait min service great overall star rating
1,good nice sunday brunch buffet two inr worth deal would say ambience also great get lot seating option would recommend
1,place make feel like shore beautiful beach goa sipping favourite drink taking whole feeling designed make feel like vacation tick right box foodie like different section restaurant named various place goamaking perfect place feel like vacation potato rechado spicy flavourfulmushroom tonak mix veg foogath vegetable pulao main course enjoyed well place u want try goan cuisine
1,perfect place corporate dine out great time team dinner wide variety goan dish food well beverage bit expensive ok private space good margarita lounge
0,overpriced! coming weekend make food tasty! fish good flavor food ambience
1,best place hyderabad ambience par class food nice service always nice love live music love love love crowd managed well
1,little goa place feel took goa jiffy great place chill friend colleague seletion item menu epic pork beef seafood restaurant hyderabad wonderful go place hyderabad
1,good place dineout friend feltlikegoa awesome ambience sweet live music delicious food hangoutwithbesties location little bit outskirt worth visiting place staff polite friendly provided good service u amustvisit
1,great food superb ambiencei must say never tested fresh prawn even goatom yum soup must try soupsthen fish choose roasted freshly youit tinkled test budsa must visit place food lover limited sea foodi sure visiting
1,nice place food cocktail great expensive side worth feel good factor great service team management
1,went team lunch lavish buffet like sea food grilled stater main course dessert staff friendly explained menu recipe thanks staff suggesting food according taste wonderful service given siraj ashish anoop srikanth thank guy vist like ambience interior
1,lovely location really vast place great ambience friendly courteous staff great sea food loved crispy calamari decently priced
0,costly taste ok service people manner also zomato gold went going get free starter started treating cheaply warning never go zomato gold throw cheap look treat cheaply
1,wonderful ambiance one must go place hyderabad good food however reduced one star coz stopped brewery serving draught beer
1,one favorite term seafood variety ambience snagged goa charm pretty perfectly loved prawn butter n garlic best love try bebinka definitely recommend revisit
1,place really good n relaxing ambiance loved place food good it’s worth giving try live music add
1,went group lunch buffet place easy find entry option choose either ac outside heat went inside starter soup served table numerous starter good starter actually make full waiter friendly helpful asked multiple time starter repeated main course good huge spread best part dessert awesome next time would like go evening outdoor seating ambience
1,great place seafood hyderabad goan style beautiful ambience lovely live music must visit place food lover overall great experience visit service quick friendly
0,bad
1,ambience place amazing place usually away city sense calm wanted try seafood hyderabad guess best place available complaint buffet lune till friday option weekend usually limited
1,place couple time finally found time share review great ambience tasty food chicken delicious juicy one also try fry place would recommend people visit place best time click photo place would sunset time want hear good live music weekend best
1,beutifull indoor outdoor sitting delicious foodwe ordered man chicken soup ok loose prwans good crispy chilly pork yummy service good
0,bad sunday lunchthe place might good evening ambiance afternoon inside closedmost ordinary room music chatter guest mood spoiler extremely slow service food tasty reason one could visit place
1,kind food good wrt al carte go famous dish eg crispy chicken disappointment experimenting either dish day mark sometimes pricey regular visit
1,absolutely loved place highly recommended food delicious exotic hygienic tried lobster prawn red wine wanted try crab kind wine available maybe keep menu item stock may get item listed ambiance beautiful live music great lightening party nice dinner service satisfied prepare food like would like asking instruction waiter polite nice served u cake went birthday celebration pastry still nice gesture
1,ambience tell everything place reminds goa must place dinner food tasty try goan delicacy
0,waste money worst place nd waiter cooperativewe call nd ask bring starterzero starone worst experience ever
1,went trip hyderabad place really huge best thing place food variety drink dessert fish price wise expensive food quantity great bit late still arranged proper food u
1,amazing place feel wow special pizza really yummy wich call classic mojito excellentand music service everything overall excellent special thanks mr rahul politely enjo lunch
1,waiting since long visit place one fine breezy evening i’ve dinner great spacious open space sit chill long say great ambience sit relax near outer ring road space great customer service good food delicious must try sea food space fish food service amazing hygiene vfm worth visiting yes
0,wary visit summer hot ventilated properly average food alcohol content drink average ambiance good
1,away city set perfect location beautifully lit essence goa lingers sea food lover place amidst hill hyderabad tawa fry fish must try service fantastic music mostly great ambience hand winner good food along perfect mix cocktail goan style dish would take taste bud literally goa special occasion like diwali holi also welcomed like home family friend fit good finding place weekend could time taking recommend pre book table
1,love goa place nostalgic sectons divided name place goa like panjim colva baga etc need give second thought ambience perfect date group good place corporate party friendly staff food awesome veg well nonveg must try chilli paneer nacho fried rice chilli chicken prawn alcohol mention menu available worry even beer cocktail try mojito cosmo mai tai sangria tried best
1,couple time nice ambience lot place sit courteous staff member wil want visit place food also nice think indian restaurant start asking spice requirement end getting spicy food
1,love sea food lot wide number animal eat great ambiance friendly staff non vegetarian enjoy place sure liquor price goan price
1,place today team lunch third visit experience restaurant never opt buffet go la carte regret
1,food service ambience list long time checked well it’s goan themed restaurant nailed whole decor coming food went pm much choice menu ordered fish finger chicken starter turned good definitely try
1,place open seating give good airy feeling music good occupancy week day ordered catch day lobster pomfret fish ordinary lobster done well main course super prawn fried spicy full flavour star night chicken caphreal looked like palak paneer first distinct goan flavour spice higher side nice place would suggest stick menu avoid catch day!
1,become go place went sunday evening really good time delicious food band performing also nice ordered stuffed crab would say must try dish mouth melting main course goan prawn curry rice good also fresh catch counter select customize sea food
1,got awesome ambience must visit place sea food lover live music add elegance moment food quality amazing staff polite kind
0,dun bombard menu many thing great hospitality tasty food make place happening coming place ever
0,place good ambiance weird experience food menu drum heaven mentioned chicken wing served drumstick instead upon enquiring respective guy tried convince u drum stick drum heaven show menu explained difference cry loud said mistake menu went next u guy judge
0,visited place thursday dinner buffet kindly try limited option starter choice spread really poor even selection alcohol basic service could much better buffet section drink order need provided overall total disappointment food service ambience kindly try evening buffet bad
1,girlfriend weekend ambiance soulful bit expensive food good staff could professional girl enjoyed lot say hitting gachibowli road long ride? stopby
1,place wednesday evening family dinner weekday also place crowded place spacious much talk ambience it’s pretty simple service best ordered veg machow soup fisherman wharf special soup butter garlic prawn masala fried prawn fried fish badami broccoli goan prawn curry chicken wing egg fried rice curd rice tasted decently good except egg fried rice must try badami broccoli butter garlic prawn chef special soup tasted extremely delicious special mention curd rice
1,ambiance setup basically theme superb cordial staff efficient highlight course food try fried squid butter garlic prawn bit expensive worth music little top unpleasant time
1,food expectation friendly staff ambience really good live music soothing would definitely visit overall thumb replicating goa experience
1,place good friend famlilythey good variety appetiser service freindly visit twise hotel also seafood verity superb dj also great experience nice thakk
0,situated end city spacious ambience make u feel like goa ! theme restaurant like fisherman place ! number sea food item available! select fish make prepare customisation way ! visited friend party ordered many item satisfied taste ! soup tasted bad ! prawn fish item much tasty ! potato starter good ! squat fish good ! ordered lemonade much great tasted !
1,awesome food ambiance alwaysbest place spend weekendprebook table avoid waitingzomato gold acceptance good
1,visit place dinner coz summer feel much hot afternoon can’t feel taste food nice place corporate team outing food good absolutely taste dessert first
1,hi guy went part office party cannot really comment al carte ambience really cool full mark guy replicating goa great way seafood variety superb place good people eat sea food dj also great load fun
1,goa hyderabad!! guy cracked juggernaut ambience service food drink value money love goa place hyderabad wonder packed weekday wednesday
1,excellent foodand amazing service jamiruddin fish fresh one must try prawnslobsters bebinca short complete worth price
1,place time best hyderabad sea food ambience service cost worth best best love ordered tandoori pomfret fresh perfectly cooked prawn excellently done cooked drum heaven heavenly main course absolutely mouth watering food served hot staff courteous anoop one staff helpful kind would recommend family friend couple anyone enjoys good food ambience
1,never knew great place near home chill weekend really good beer non veg starter good ambience quick service best sea food hyderabad
0,slow service took u hour dinner totally disappointed respect amount money charging
1,wonderful ambiance staff pleasant music food extraordinary good place hangout office family friend
1,best restaurant chill food surely mark chilly chicken sweet say drink order cocktail say won’t applicable use ml told ordering fish good
1,every time iwe visit place never fails amaze lipsmacking food service food taste! keep spreading love warmth kitchen stomachs!
1,place paradise seafood lover especially give look feel west coast ambience something get hyderabad goan themed restaurant bar attached wide variety sea food typical dessert west coast slightly expensive totally worth money look feel take coast away city noise place friend family loved one good variety appetiser service friendly valet ample parking space visited place twice love food ambience
1,many recommendation yesterday couple drinksthe ambience purely reflecting typical goan bar say simply unique place city sit enjoy fresh air along lite music staff amazing thank specially mr dinesh mr rahul thanks suggestion food drink recommendation satisfied pallet belly hehehe quality food drink awesome service prompt thanks ashishzamirlalu naveen looked table cheer guyz people rocking dinesh rahul see yaaa next week
1,kiran shiraz sooper hostalways smiling toesgood recommendation food based tasteso big thumb up!!!! thanks parijat accommodating u spot requested weekendthanks lot ! ! !
1,food ambience service beautiful dine place especially date live music soulful experience even without right playlist ambience sure set mood musical romantic evening music light you’re interested good conversation mutton roghan boti kebab delectable meat perfectly cooked aromatic gravy goan prawn curry delight mocktails beautifully blended flavour place kid play area child overall perfect combination family place yet date night location would definitely go back another amazing experience!
1,good breezy sitting great food friendly staff place must try seafood lover goa themed restaurant make miss goa minute u enter gate goa 0kms milestone must try cafreal chicken starter southern chicken phata poster nikla hero noodle blueberry cooler parking ample music loud entertaining lively service super quick seating ample comfortable served mr ashish dessert try goan delicacy bibinca layered cake visiting definitely yes thanks mr prajit team! !
0,fisherman wharf used fav joint lived goa excellent food bevs moved hyderabad fmw followed happy goan restaurant min drive home beginning great place dine started getting local fish started getting stale fewer variety great year typical curry point ordered mutton xacuti kingfish richado fish firm overcooked richado overloaded sweetness mutton world heap curry leaveskadi pattakaria paku super high heatreminded rayala curry dindi godavari distt meat cooked extra affection took min chew like bubblegum really thank ordering fisherman wharf disappointment
